Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
4,disber,"Jul 9th, 2020 11:26 am","July 12, 2020","Jul 10th, 2020 12:42 pm",Computers & Electronics,399.99,20,$100,The Source,Computers & Tablets/eReaders,"Acer Aspire A315-54K-37RE 15.6” Laptop with Intel® i3-6006U, 256GB SSD, 8GB RAM & Windows 10 - $399",4566,-1
5,Kleftiko,"Jun 22nd, 2020 4:16 pm",,"Jul 10th, 2020 12:11 pm",,4.00,108,,Dollarama,Apparel,T-Shirts - Official Sony Playstation - $4 - Wpg - YMMV,30477,49
6,immad01,"May 14th, 2020 10:43 am",,"Jul 10th, 2020 11:46 am",Home & Garden,,65,,Lowe's,Home Improvement & Tools,Kobalt 7 1/4-in 10 Amp Single-Bevel Sliding Compound Mitre Saw with Laser Marker (SM1815LW) for $99.00,18539,16
7,immad01,"Jul 6th, 2020 11:43 am","July 19, 2020","Jul 10th, 2020 11:23 am",,,32,,Princess Auto,Home & Garden,Auto-Spooling Garden Hose Cart (holds 130 ft) for $30 or Suncast Hose Reel with Brass Connection (holds 225 ft) for $50,8488,7
8,Carlosf1,"Jul 9th, 2020 1:40 pm",,"Jul 10th, 2020 11:12 am",Entertainment,Free,1,100%,Amazon.ca,"Books, Music, Movies, Magazines",Copycat Recipes: 2 Manuscripts in 1 book-  Copycat Cookbook and Keto Copycat free on Amazon Kindle (i,1024,8
9,slimysnot,"Jun 23rd, 2020 10:32 am","July 10, 2020","Jul 10th, 2020 11:05 am",,,27,,Banana Republic,Apparel,"60% off sale items, 20% giftcard",7114,10
10,theprocess,"Jun 25th, 2020 9:13 am",,"Jul 10th, 2020 10:31 am",,79.99,41,,Best Buy,Computers & Electronics,Google Nest Hub $79.99,10374,26
11,oberoisarab,"Jun 24th, 2020 12:18 am",,"Jul 10th, 2020 8:52 am",,299.99,151,$30 off,Staples,Computers & Electronics,Apple AirPods Pro @ 299.99,40720,20
12,Rogues2017,"Jul 9th, 2020 10:03 am",,"Jul 10th, 2020 7:50 am",,14.99$,19,,Costco,Computers & Electronics,Charging essentials USB/AC charging outlet 2 pack for 14.99$,4513,5
13,Freebush,"Jul 10th, 2020 7:33 am","July 16, 2020","Jul 10th, 2020 7:48 am",,$139.99,2,$17,Newegg,Computers & Electronics,Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) $139.99 $7.99 shipping,901,5
14,Hartia0,"Jul 9th, 2020 8:59 am","July 23, 2020","Jul 10th, 2020 3:38 am",Computers & Electronics,,9,,Sony Online Entertainment,Video Games,[PSN] Playstation - July Savings,5006,11
15,haites,"Jul 7th, 2020 11:22 am",,"Jul 10th, 2020 1:38 am",,,4,,,Sports & Fitness,"CAP Barbell 2-Inch Olympic Grip Plate. 35lb, $54.85",1986,-1
16,CrackTheDeal,"Jul 9th, 2020 6:59 pm",,"Jul 9th, 2020 11:33 pm",,$1.49,5,,Apple,Computers & Electronics,Bridge Constructor Portal (iOS Game App) for $1.49,1784,4
17,theprocess,"Jul 3rd, 2020 3:18 am",,"Jul 9th, 2020 11:06 pm",,,129,,,Sports & Fitness,Burton Snowboard Summer Sale July 3-6 up to 60% off,25011,65
18,Rob_EV,"Jul 7th, 2020 11:30 am",,"Jul 9th, 2020 10:19 pm",Home & Garden,119,26,$60 off,,Home Improvement & Tools,BC Fasteners / Home Depot - Milwaukee M12 Fuel Hackzall (Bare Tool) w FS - $119,4604,13
19,francisranger,"Jul 7th, 2020 11:46 am",,"Jul 9th, 2020 10:15 pm",Beauty & Wellness,69.50,11,50%,Amazon.ca,Beauty Supplies & Personal Care,"Clarisonic Mia Brush Device | 50% OFF | $69,50",4864,9
20,Marchsiun,"Jul 5th, 2020 11:23 am",,"Jul 9th, 2020 10:04 pm",,14.99,48,,Home Depot,Home & Garden,Thermacell area repellent,16480,7
21,XxXSnake23XxX,"Jul 9th, 2020 4:42 pm",,"Jul 9th, 2020 10:00 pm",Computers & Electronics,19.96,4,,Walmart,Video Games,NHL 20 [PS4|XBOX ONE] $19.96,1581,1
22,Stoncs,"May 11th, 2020 7:20 pm","May 31, 2020","Jul 9th, 2020 9:36 pm",Apparel,$18.89,259,40% off,,Men's Apparel,SAXX underwear 40% off sale starting at $18.89,72777,134
23,RandomGuy22,"Jul 3rd, 2020 8:31 pm",,"Jul 9th, 2020 8:46 pm",,478.69,54,,Amazon.ca,Computers & Electronics,XFX RX 5700 XT Triple Dissipation Graphics Card - $478.69,10805,20
24,RainDown,"Jul 6th, 2020 11:52 am",,"Jul 9th, 2020 8:44 pm",Computers & Electronics,$62.59,46,22% off,,Video Games,Cyberpunk 2077 PC Pre-order $62.59 Digital Download ~22% off,7478,-5
25,harjot89,"Jul 4th, 2020 8:53 pm",,"Jul 9th, 2020 8:01 pm",Automotive,39.90,38,42% off,Amazon.ca,Auto Parts & Accessories,Dual Dash Cam Front and Rear 3 Inches FHD Cars Dashboard- $39.90 ($30 off),10971,0
26,ben2003,"Jul 5th, 2020 6:22 pm",,"Jul 9th, 2020 7:45 pm",Home & Garden,,24,,Costco,Home Improvement & Tools,"Toto bidet - $459.99 (in-store, ymmv)",7236,3
27,scott_newsgroup,"Jul 9th, 2020 4:55 pm",,"Jul 9th, 2020 7:44 pm",Computers & Electronics,19.49,4,,Nintendo,Video Games,Nintendo Switch - FIFA 2020 $19.49,1754,-1
28,oj777,"Jul 2nd, 2020 10:10 pm",,"Jul 9th, 2020 7:01 pm",,,34,,Walmart,Home & Garden,Get 2 Glade Air Freshener Kits for FREE-0.43 Cents (depending on provincial sales tax) after Checkout 51 Cashback!,10816,34
29,jDubz2071,"Jul 9th, 2020 10:42 am","July 10, 2020","Jul 9th, 2020 6:55 pm",,79.99,3,11,Amazon.ca,Computers & Electronics,Razer Death Adder V2,2297,-3
0,wudtsilake,"Jun 8th, 2020 7:55 pm",,"Jul 9th, 2020 6:07 pm",Financial Services,2.50% INT,30,,CIBC,Banking & Investing,CIBC eAdvantage Savings Account 2.5% Interest,10364,15
1,Terabithia,"Jul 8th, 2020 7:18 pm",,"Jul 9th, 2020 5:57 pm",Computers & Electronics,$19.99,3,30% off,Amazon.ca,Home Theatre & Audio,"Skullcandy Jib+ Wireless Earbuds, Red (S2JPW-M010) $19.99",2561,3
2,doomsdayjohn,"Jul 8th, 2020 11:16 am",,"Jul 9th, 2020 5:27 pm",Computers & Electronics,53.99 USD,5,,,Cell Phones,Wireless LED Dock $40 OFF Plus Extra 10% OFF with Discount Code,1523,-2
3,ArtP26,"Jul 4th, 2020 4:33 pm",,"Jul 9th, 2020 5:22 pm",,,37,,,Groceries,Lindt Chocolate Sale 80% off,14745,-6
4,CrackTheDeal,"Jul 9th, 2020 8:38 am",,"Jul 9th, 2020 4:59 pm",,$1.10,3,95%,STEAM,Computers & Electronics,Sonic Generations Collection + Casino Night DLC (PC Digital Download) for $1.10,1139,10
5,nawazz,"Jul 8th, 2020 9:44 pm",,"Jul 9th, 2020 4:29 pm",Sports & Fitness,149.99,25,,Costco,Equipment,Costco Gym Benches 149.99-499.99 -IN STOCK,8237,4
6,immad01,"May 2nd, 2020 11:25 pm",,"Jul 9th, 2020 4:27 pm",,$99.99,140,,Costco,Computers & Electronics,"Microsoft 365 Family 15-month Subscription, Digital Download for $99.99",32531,71
7,Cheapo-Findo,"Jul 8th, 2020 12:45 pm","July 14, 2020","Jul 9th, 2020 4:01 pm",,,15,BOGO,Papa John's Pizza,Restaurants,PAPAJOHNS BOGO Deal (YMMV) Members Only!,2623,-6
8,Vovchyk,"Jul 4th, 2020 6:47 pm",,"Jul 9th, 2020 3:39 pm",Restaurants,30$,10,15$ off,,Coffee & Desserts,Lindt.100 Truffles for 30$ back,5077,9
9,bigjee,"Jun 30th, 2020 10:32 pm","July 6, 2020","Jul 9th, 2020 2:58 pm",Entertainment,59.99,112,25% off,,Events & Attractions,"25% Off F1 TV PRO annual subscription - Formula 1 Racing (Live races, replays and other features)",9776,36
10,sprung,"Jul 8th, 2020 6:08 am",,"Jul 9th, 2020 2:09 pm",Travel,$10,25,,,Rail & Bus,$10 GO Transit unlimited Sundays are back!,3646,7
11,-KILO-,"Jul 7th, 2020 9:07 pm",,"Jul 9th, 2020 2:04 pm",Home & Garden,$49,6,50% off,Home Depot,Home Improvement & Tools,YMMV - $49 DeWalt DCL050 20V light + more - Ancaster,2597,3
12,WCDave,"Jun 15th, 2020 12:12 pm",,"Jul 9th, 2020 1:21 pm",Sports & Fitness,506.77,24,,Amazon.ca,Equipment,Sunny Water Rowing Machine - $506.77,6913,2
13,jacdelivery,"Jul 7th, 2020 2:55 pm",,"Jul 9th, 2020 1:16 pm",Travel,729,23,,Apple,Other,Refurbished iPad Pro 11” 64gb $729,9247,5
14,Butterbeerman,"Jul 7th, 2020 12:31 am","July 9, 2020","Jul 9th, 2020 12:38 pm",,149.99,17,,Canadian Tire,Home & Garden,Mastercraft 3 Gallon Hot Dog Compressor & 2-in-1 Nailer Kit,4814,9
15,hiker007,"Jul 8th, 2020 10:43 pm",,"Jul 9th, 2020 12:18 pm",,649,10,,,Home & Garden,Weber Spirit E-315 3-Burner Propane Gas BBQ $649,2559,-4
16,chilli604,"Jul 9th, 2020 11:31 am",,"Jul 9th, 2020 12:17 pm",Kids & Babies,$0.99,3,60,Canadian Tire,Other,MASTER Chef BBQ Lighter $0.99 from. $2.59,972,1
17,lilazncanadian,"Jul 9th, 2020 5:00 am",,"Jul 9th, 2020 12:09 pm",Kids & Babies,$3.44,1,78% off,,Baby Needs,Kushies Cleanbib - $3.44 (reg. 15.99) In Store - YMMV,1001,1
18,Jon Lai,"May 17th, 2020 5:18 pm",,"Jul 9th, 2020 11:31 am",Home & Garden,14.88,380,,Home Depot,Home Improvement & Tools,Commercial Electric 4ft. Linkable LED Shop Light 3200 lumen 4000K 50000 Hours Life $14.88,97539,116
19,gamzerz,"Jul 8th, 2020 2:19 pm",,"Jul 9th, 2020 11:19 am",Computers & Electronics,$59.99,4,25% off,Amazon.ca,Peripherals & Accessories,Logitech K750 Wireless Solar Keyboard - $59.99,2099,2
20,Habibzidi,"Jul 9th, 2020 10:11 am",,"Jul 9th, 2020 11:08 am",,109.68,6,,Amazon.ca,Computers & Electronics,Logitech C922x Pro Stream Back in Amazon,1926,0
21,Tomas8x,"Jul 9th, 2020 10:02 am",,"Jul 9th, 2020 10:51 am",,$39.99,3,,Amazon.ca,Computers & Electronics,"256GB Silicon Power A58 SATA III 2.5"" Internal Solid State Drive - $39.99",1825,8
22,skyaryd,"Jul 9th, 2020 10:28 am",,"Jul 9th, 2020 10:28 am",Computers & Electronics,49.99,0,50% off,Canadian Tire,Other,Yukon Gear Ridgeline APX Spotting Scope - $49.99 (50% off),714,0
23,pricecheck,"Jul 8th, 2020 5:00 pm",,"Jul 9th, 2020 10:24 am",Computers & Electronics,119.99,29,,Dell,Peripherals & Accessories,Logitech G613 Wireless Mechanical Gaming Keyboard,6984,3
24,officer416,"Jul 5th, 2020 8:12 am",,"Jul 9th, 2020 10:11 am",Computers & Electronics,$899,26,,Amazon.ca,Computers & Tablets/eReaders,"Acer Swift 3, 14'' FHD IPS, Ryzen 7 4700U, 8GB RAM & Upgradable 512GB SSD $899",6094,9
25,KanataKG,"Jun 27th, 2020 8:43 am","July 9, 2020","Jul 9th, 2020 10:10 am",Computers & Electronics,24.99,73,50%,STEAM,Video Games,*LAST DAY* Final Fantasy XIV: Shadowbringers ($24.99) / Complete Edition ($37.48) + $6 off $35 Coupon,10739,22
26,bluetroll,"May 28th, 2020 5:38 pm",,"Jul 9th, 2020 9:59 am",,,29,75% off,,Entertainment,Fender play guitar lessons 75% off annual subscription,4567,9
27,RishabhK82112,"Jul 2nd, 2020 11:16 am",,"Jul 9th, 2020 9:49 am",,0.08,42,99%,,Computers & Electronics,HOT! Web Hosting + Domain + 25 Emails at $1 for 1 year,7932,-1
28,sandikosh,"Jun 17th, 2020 11:43 am",,"Jul 9th, 2020 9:44 am",Computers & Electronics,,114,,Walmart,Video Games,New Nintendo 2DS XL With Mario Kart $139.96,33194,33
29,phillbert,"Jun 29th, 2020 4:23 pm","July 2, 2020","Jul 9th, 2020 9:34 am",Computers & Electronics,1299,14,,Best Buy,Home Theatre & Audio,Sony 65” 4K HDR XBR65X900F - $1299,5515,11
0,gdl272,"Feb 3rd, 2020 11:10 am",,"Jul 9th, 2020 9:27 am",Financial Services,,83,,,Banking & Investing,Simplii Financial: New Client Promo $200,51319,16
1,bbcd,"Jul 8th, 2020 10:36 am",,"Jul 9th, 2020 9:25 am",Computers & Electronics,39.99,23,,,Peripherals & Accessories,M570 logitech trackball mouse $39.99 several retailers,4182,14
2,9394,"Jul 9th, 2020 7:21 am",,"Jul 9th, 2020 7:29 am",Computers & Electronics,$399.99,1,,Best Buy,Video Games,Nintendo Switch In-store pickup available (Bay and Dundas),1290,0
3,story,"Jul 8th, 2020 4:39 pm",,"Jul 9th, 2020 2:03 am",Computers & Electronics,1,2,50%,No Frills,Other,PC 4 pk AA Alkaline Batteries $1 [GVR - Broadway],1272,2
4,marcfar,"Jul 8th, 2020 4:45 pm",,"Jul 9th, 2020 1:51 am",,,14,,,Home & Garden,Brondell CleanSpa Luxury Bidet -homedepot PM for $63+ tax,2753,5
5,OneLowVW,"Jul 8th, 2020 3:01 am",,"Jul 9th, 2020 12:37 am",,,3,81%,The Source,Automotive,Nexxtech Dual USB Car Charger - $0.96,2582,12
6,Andanzas,"Jul 7th, 2020 9:57 pm","August 31, 2020","Jul 8th, 2020 11:36 pm",Financial Services,,25,,Royal Bank,Banking & Investing,RBC banking account - Free Airpods with Charging Case,10918,-20
7,DaLore,"Jul 8th, 2020 2:17 pm","July 12, 2020","Jul 8th, 2020 11:29 pm",,,7,20% to 30%,,Apparel,Buy more and save more on clothing and footwear,3726,7
8,Carbuff4,"Jun 24th, 2020 1:32 pm",,"Jul 8th, 2020 11:17 pm",Sports & Fitness,26.99,33,,,Clothing & Accessories,Superfeet Insoles Green $26.99,7045,29
9,Diafel,"Jul 2nd, 2020 2:21 am",,"Jul 8th, 2020 11:12 pm",Financial Services,,15,,,Credit Cards,Samsung Galaxy S20 Ultra Cosmic Grey Dual Sim - $1206,3936,-7
10,peterchang,"Jul 8th, 2020 10:53 pm",,"Jul 8th, 2020 11:01 pm",Computers & Electronics,1029,1,,Costco,Computers & Tablets/eReaders,Lenovo Ideapad Flex 5 4700u 16gb,2444,1
11,SmokinbluntZ,"Jun 29th, 2020 12:54 pm",,"Jul 8th, 2020 10:55 pm",Restaurants,,33,,,Fast Food,Free Chicken Sandwich (original or spicy) after completing receipt survey,9029,-8
12,Jackji,"Jul 8th, 2020 9:41 am",,"Jul 8th, 2020 10:40 pm",Computers & Electronics,620,9,,Lenovo Canada,Peripherals & Accessories,Lenovo Legion Y27q-20 27-inch WLED Gaming Monitor $620,2366,-2
13,karlb,"Jul 7th, 2020 11:13 pm",,"Jul 8th, 2020 7:31 pm",Home & Garden,9.97,15,,,Home Improvement & Tools,Bosch Daredevil 6 piece spade bit set $9.97,5870,29
14,Skilas,"Jul 7th, 2020 12:30 am",,"Jul 8th, 2020 7:03 pm",,139.99,23,,Canada Computers,Computers & Electronics,WD Red 4TB $139.99 (WD40EFRX),5592,-1
15,cpfan,"Jul 8th, 2020 12:09 pm","July 14, 2020","Jul 8th, 2020 6:58 pm",Computers & Electronics,9.99,3,50% off,Staples,Home Theatre & Audio,Basic Tech bluetooth earbuds $10 in-store YMMV,1658,2
16,coopercold,"Jun 26th, 2020 12:50 pm",,"Jul 8th, 2020 6:42 pm",,,13,,Walmart,Groceries,Pringles / Pringles Groovz - Get 3 Cans for $1.91 (or 64¢ each) w/C51 cashback,5218,15
17,oj777,"Jul 7th, 2020 7:34 pm",,"Jul 8th, 2020 6:08 pm",,,15,,Walmart,Beauty & Wellness,Oral-B CrossAction Electric Toothbrush Replacement Brush Head Refills (3 pack) $16 YMMV Clearance!,3699,2
18,bosschan,"Jul 8th, 2020 4:50 pm",,"Jul 8th, 2020 5:44 pm",Computers & Electronics,107.65,2,,Amazon.ca,Peripherals & Accessories,Logitech C922x Pro Stream Webcam 1080P,1850,-2
19,Ferny111,"Jul 8th, 2020 1:52 pm",,"Jul 8th, 2020 5:12 pm",,,5,50-70%,Call it Spring,Apparel,50-70% off select styles + 2% CB & FS,1341,-1
20,scibuf,"Jun 24th, 2020 8:26 pm",,"Jul 8th, 2020 4:58 pm",Home & Garden,98.00,46,,Home Depot,Home Improvement & Tools,"Makita 18v 1/2"" drill/driver brushless $98.00 (Stockyards-Tor) YMMV",15441,15
21,Chingyul,"Jul 7th, 2020 11:40 am",,"Jul 8th, 2020 4:29 pm",Computers & Electronics,42,20,,Amazon.ca,Peripherals & Accessories,Anker PowerCore 10000 PD - $42,4029,2
22,airartaura,"Jul 8th, 2020 3:54 pm",,"Jul 8th, 2020 3:54 pm",Entertainment,1.99,0,93%,,"Books, Music, Movies, Magazines",(Amazon - Kindle Store) Mastery eBook by Robert Greene - $1.99,663,1
23,rb,"Jul 6th, 2020 8:28 am","July 19, 2020","Jul 8th, 2020 3:49 pm",Restaurants,Free,9,,,Fast Food,A&w free hash brown with egger (with A&W app),4054,1
24,Byzantium,"Jul 7th, 2020 10:36 pm",,"Jul 8th, 2020 3:49 pm",,$89,19,40%,The Bay,Home & Garden,Kitchenaid Long slot 4-slice toaster $89 (Empire Red colour),3454,5
25,anthonysanjuan,"Jul 7th, 2020 11:01 pm",,"Jul 8th, 2020 3:36 pm",Computers & Electronics,41.99,9,30%,Amazon.ca,Other,"Anker PowerCore 10000 PD Redux, 10000mAh Portable Charger USB-C Power Delivery (18W) Power Bank - $41.99",2667,2
26,pman113,"Jul 6th, 2020 9:32 pm",,"Jul 8th, 2020 3:08 pm",,7.48,20,,Walmart,Home & Garden,4 way adjustable oscillating sprinkler $7.48 online only,6927,16
27,muppetslayer,"Jul 7th, 2020 9:07 pm",,"Jul 8th, 2020 2:47 pm",,,10,,Amazon.ca,Home & Garden,Mr. Clean Magic Eraser Original $1.49 add-on item,2932,0
28,mattdominic,"Jul 8th, 2020 12:15 pm","July 15, 2020","Jul 8th, 2020 2:34 pm",Computers & Electronics,1799.99,3,,Best Buy,Televisions,"BestBuy Sony 65"" 4K UHD HDR LED Android Smart TV (XBR65X950G) - Open Box ($1,799.99)",1448,-2
29,andygps,"Jun 19th, 2020 12:01 pm",,"Jul 8th, 2020 2:16 pm",Home & Garden,134,106,44%,Home Depot,Home Improvement & Tools,Ryobi 18V ONE+ Lithium-Ion Cordless Combo Kit (4-Tool) w/ (2) Compact Batteries - $134,33586,39
0,routeUnknown,"Jul 7th, 2020 6:32 am",,"Jul 8th, 2020 2:08 pm",Apparel,$12.99,20,45%,The Bay,Men's Apparel,[Warm] New Balance Socks 6 Pack $12.99 @ The Bay,4900,12
1,toguy,"May 28th, 2020 3:38 pm",,"Jul 8th, 2020 1:40 pm",Restaurants,,20,,,Fast Food,Harvey's Original or Veggie Burger - $3 / 2 for $6 [via app only],8213,14
2,bird,"Jul 7th, 2020 6:18 pm",,"Jul 8th, 2020 1:12 pm",Computers & Electronics,$132.54,11,,Amazon.ca,Video Games,Nintendo Switch Mario Kart Racing Wheel Pro Deluxe by HORI - $132.54,4811,0
3,pinkrose398,"Jun 22nd, 2020 1:21 pm",,"Jul 8th, 2020 12:57 pm",,,58,50,Burberry,Apparel,Burberry sale,20648,21
4,Jonick,"Jul 8th, 2020 8:14 am",,"Jul 8th, 2020 12:57 pm",Kids & Babies,39.97,3,70$,Canadian Tire,Toys & Games,"Lucasfilm Star Wars BB-8 Kids' Bike, 12-in 39.97$ in store clearance",1712,3
5,kenchau,"Jul 8th, 2020 9:15 am","July 31, 2020","Jul 8th, 2020 11:38 am",Home & Garden,199,1,20% off,Home Depot,Home Improvement & Tools,Ryobi 18V ONE+ 4-tool combo kit (a different one - lots of inventory) - $199,2124,6
6,zumi78878,"Jul 6th, 2020 8:39 pm",,"Jul 8th, 2020 11:35 am",Travel,540,120,,Air Canada,Flights,"YYZ -> Japan $540, YVR -> Japan $510 Non-stop (May 2021)",35732,9
7,Carlosf1,"Jul 5th, 2020 11:00 am",,"Jul 8th, 2020 11:24 am",,Free,53,,Microsoft,Computers & Electronics,Microsoft Announces Free Digital Skill Workshops for Everyone - FREE,32144,171
8,throbbingdeal,"Jun 1st, 2020 10:15 pm","June 4, 2020","Jul 8th, 2020 11:17 am",Computers & Electronics,723.00,12,$50,Leon's,Televisions,"Hisense 55Q8G 55"" QLED UHD TV - $723",4231,-6
9,weihui,"Jul 7th, 2020 4:39 pm",,"Jul 8th, 2020 11:02 am",,15.63,8,,Amazon.ca,Computers & Electronics,$15.63 - AUKEY USB Wall Charger with 4-Ports 40W / 8A Output & Foldable Plug,3290,-6
10,navapeers,"Jun 11th, 2020 3:04 am",,"Jul 8th, 2020 10:41 am",Computers & Electronics,1097.99,212,31% off,Samsung,Cell Phones,"Samsung Galaxy S20 Plus for $1098+tax with Perkopolis, Venngo, SPC",50655,42
11,Seanne,"Jun 27th, 2020 12:15 pm",,"Jul 8th, 2020 10:09 am",Computers & Electronics,29.96,14,,The Source,Home Theatre & Audio,Monster® SuperStar™ S200 Wireless Speaker - Black 29.96,4577,3
12,Blustreak,"Jul 7th, 2020 5:09 pm",,"Jul 8th, 2020 8:56 am",Home & Garden,$158,8,,Home Depot,Home Improvement & Tools,Warmish (??) deal - Ryobi P1936N tool combo - Impact Wrench + Inflator - $158 (online only),2865,0
13,gamzerz,"Jul 7th, 2020 12:50 pm",,"Jul 8th, 2020 6:51 am",Small Business,$10.53,2,46% off,Amazon.ca,Office Supplies,"Sakura 50039 6-Piece Pigma Micron-08 Ink Pen Set, 0.50mm, Black - $10.53",2713,9
14,Freebush,"Jul 1st, 2020 7:23 am","July 7, 2020","Jul 8th, 2020 1:49 am",,$147.99,11,$17.00,Newegg,Computers & Electronics,G.SKILL Ripjaws V Series 32GB (2 x 16GB) DDR4 3200 Desktop Memory F4-3200C16D-32GVK $147.99 PM OP,3714,11
15,asterisk*,"Jul 7th, 2020 3:47 pm","July 9, 2020","Jul 8th, 2020 1:48 am",,$6,7,40%,Visions Electronics,Computers & Electronics,Kingston USB 3.0 DataTraveler 100 G3 - 32 GB (DT100G3/32GBCR) — $6.00,2826,11
16,2Riskit,"Jul 6th, 2020 3:13 pm",,"Jul 8th, 2020 1:20 am",Automotive,,38,,Princess Auto,Auto Parts & Accessories,Auto AC Refrigerant sale (save upto 40%),7457,5
17,MercadorHG,"Jun 25th, 2020 12:40 pm","July 9, 2020","Jul 8th, 2020 1:00 am",Computers & Electronics,,214,,STEAM,Video Games,Steam Summer Sale 2020,66708,72
18,jac762,"May 20th, 2020 11:17 am",,"Jul 7th, 2020 11:39 pm",Home & Garden,,94,,Lee Valley,Home Improvement & Tools,Kreg 320 Pocket-Hole Kit with Clamp $54.50,28359,79
19,happiy,"Jun 24th, 2020 12:34 pm",,"Jul 7th, 2020 11:31 pm",,99.99,76,,,Computers & Electronics,Logitech HD Pro Webcam C920S $99.99,19595,22
20,Niffler,"Jul 6th, 2020 9:02 pm",,"Jul 7th, 2020 10:31 pm",,9.97,14,64% off,Costco,Computers & Electronics,(YMMV) Prime Outdoor Wifi Outlets 2 pack - $9.97,7606,7
21,stovetop,"Jul 5th, 2020 7:32 pm",,"Jul 7th, 2020 10:22 pm",,,40,,Dollarama,Home & Garden,"Dollarama Deals (July 5, 2020)",19394,88
22,MasterMK,"Jun 9th, 2020 11:52 am","June 11, 2020","Jul 7th, 2020 9:53 pm",Home & Garden,$23.99,59,60% off,Canadian Tire,Home Improvement & Tools,Skil Angle Grinder 4 1/2inch $23.99 60% off,16589,31
23,airartaura,"Jun 28th, 2020 3:13 pm",,"Jul 7th, 2020 9:45 pm",,,11,40% Off,,Apparel,Clearly.ca - 40% OFF Lenses Of Glasses & Sunglasses,3018,4
24,StarFox1986,"Jul 7th, 2020 10:06 am",,"Jul 7th, 2020 9:09 pm",Computers & Electronics,$1859,16,$440 off,Lenovo Canada,Computers & Tablets/eReaders,"Legion 7i 15"" i7 10th gen, 16gbRam, 512GB, RTX2060(100W) $1,859.99",3023,-3
25,stevieg,"Jun 27th, 2020 12:06 pm","July 9, 2020","Jul 7th, 2020 8:31 pm",Computers & Electronics,10.99,13,50% off,STEAM,Video Games,Tabletop Simulator Half Price again on Steam (10.99 / 33.24 for 4 -pack),5115,6
26,Freebush,"Jul 7th, 2020 12:59 am",,"Jul 7th, 2020 8:09 pm",,$499.99,9,,Canada Computers,Computers & Electronics,NZXT H1 Case with 140 watercooler + riser card + 650W SFX-L PSU (Black)/(White) $499.99,3680,0
27,BigBear604,"Jul 6th, 2020 5:59 pm",,"Jul 7th, 2020 7:20 pm",,18.99,11,41%,Amazon.ca,Computers & Electronics,Anker USB C to Lightening Cable Powerline II+ braided 6ft $18.99,4157,5
28,Minimo07,"Jul 4th, 2020 7:56 am",,"Jul 7th, 2020 6:50 pm",Computers & Electronics,Free,22,,Nintendo,Video Games,Nintendo Switch eshop free to download & play game: Ninjala,9834,29
29,mechfreak,"Jun 17th, 2020 9:53 pm",,"Jul 7th, 2020 6:36 pm",Home & Garden,14.99,8,,Factory Direct,Outdoors & Patio,GILMOUR PATTERN MASTER IMPULSE SPRINKLER ON POLYMER SLEDBASE,2915,-2
0,5abi,"Jul 7th, 2020 11:53 am",,"Jul 7th, 2020 5:55 pm",Home & Garden,$449,8,,Costco,Outdoors & Patio,Sunbeam Steel Pyramid Fire Table $449,3795,4
1,trini_2_d_bone,"Jul 3rd, 2020 1:32 pm",,"Jul 7th, 2020 5:40 pm",Home & Garden,18.67,52,,Home Hardware,Home Services & Repairs,Black Jack 17L Maxx 200 Asphalt Filler/Sealer,10158,17
2,TheQuestion,"Jul 3rd, 2020 9:10 pm","July 7, 2020","Jul 7th, 2020 5:10 pm",,229.99,28,40$ off,Staples,Computers & Electronics,"ASUS 27"" TN Gaming Monitor -$229",6790,-10
3,JohnF100,"Jul 7th, 2020 10:36 am",,"Jul 7th, 2020 5:07 pm",Small Business,139.99,10,,123Ink.ca,Office Supplies,Moustache Ergonomic Adjustable Office Chair $139.99,3313,5
4,phoreoneone,"Jul 4th, 2020 8:03 pm",,"Jul 7th, 2020 4:47 pm",,,7,,Real Canadian Superstore,Groceries,Starbucks Frappuccino Mocha Almond 405mL $1 & 1.42L Premium Ice Coffee $4.98 After C51,3312,1
5,azndealfinder,"Jul 7th, 2020 2:42 pm",,"Jul 7th, 2020 4:11 pm",Sports & Fitness,$179,5,$70 off,Home Depot,Men's Clothing ,"Milwaukee M12 Axis Heated Jacket Kit $179, medium only YMMV",1320,0
6,steved54321,"Jul 7th, 2020 11:54 am",,"Jul 7th, 2020 3:23 pm",Restaurants,15.99,10,15% off,Amazon.ca,Coffee & Desserts,De'Longhi Double Walled Thermo Espresso Glasses - set of 2 $15.99 all time low,3053,1
7,alanbrenton,"Jul 7th, 2020 11:53 am",,"Jul 7th, 2020 3:20 pm",,,8,,,Travel,[Aeroplan] Big YMMV - Buy miles and earn a Mystery Bonus of up to 75%,1645,-2
8,sexyj,"Jul 7th, 2020 11:06 am",,"Jul 7th, 2020 3:08 pm",Computers & Electronics,,2,,Amazon.ca,Home Theatre & Audio,"Åtta Göra TWS - Touch Control / ipx5 / USB-C charging wireless earbuds - $26.99 (no tax, after coupon)",1439,-1
9,lesoir,"Jan 20th, 2020 7:02 pm",,"Jul 7th, 2020 3:01 pm",,$89,134,,,Computers & Electronics,GET 6 MONTHS OF SIRIUSXM + A GOOGLE NEST HUB FOR $89,54059,27
